NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-05-15 19:18:12

BUY SIGNALS (162):
  TMPV.NS         | Price:  356.55 | Entry:  349.42 | Target:  408.94 | Risk: LOW       
  RAJOOENG.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STANLEY.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MUFIN.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JNKINDIA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TARSONS.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HIMATSEIDE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MMFL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UDS.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SYNCOMF.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IGARASHI.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TINNARUBR.NS    | Price:  708.00 | Trend:   3.71% | Mom:  -1.63% | Risk: LOW       
  GREENPOWER.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SURAKSHA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  APOLLOPIPE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHANTIGOLD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IKIO.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AWHCL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STALLION.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LGHL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ECOSMOBLTY.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JAGRAN.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RUPA.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VINYAS.NS       | Price: 1005.40 | Trend:   0.29% | Mom: -11.34% | Risk: LOW       
  OMAXE.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHRIRAMPPS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IVALUE.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HESTERBIO.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FINKURVE.NS     | Price:   67.08 | Trend:   3.68% | Mom:  -7.04% | Risk: LOW       
  QUADFUTURE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HMAAGRO.NS      | Price:   24.11 | Trend:   0.13% | Mom:  -0.90% | Risk: LOW       
  JAGSNPHARM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PLATIND.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ORIENTTECH.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EKC.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ANDHRAPAP.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SALASAR.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ESAFSFB.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CONFIPET.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SMCGLOBAL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CENTRUM.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DOLATALGO.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ROTO.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NIITLTD.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GPTINFRA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SURYODAY.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RISHABH.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PAUSHAKLTD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASIANENE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GANDHAR.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EXCELINDUS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BAJAJHCARE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ALICON.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DCMSRIND.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CLSEL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RAJRILTD.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDORAMA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PARACABLES.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VPRPL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SALZERELEC.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MANAKCOAT.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SIGACHI.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INFOBEAN.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ALLDIGI.NS      | Price:  807.35 | Trend:   1.18% | Mom:  -3.07% | Risk: LOW       
  BLKASHYAP.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SPORTKING.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GODAVARIB.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JARO.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SURAJEST.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CIFL.NS         | Price:   27.91 | Trend:   3.17% | Mom:  -0.96% | Risk: LOW       
  UNIECOM.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MONTECARLO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MADRASFERT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HARIOMPIPE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DECCANCE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHANKARA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GNA.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RIIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUMEETINDS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IMPAL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IGPL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TAC.NS          | Price:  483.20 | Trend:   0.92% | Mom:  -0.82% | Risk: LOW       
  RGL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BSHSL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHREDIGCEM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SIGNPOST.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BALAJITELE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HITECHGEAR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ATULAUTO.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AGARIND.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  YUKEN.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DIFFNKG.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ONEPOINT.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CAPITALSFB.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASIANTILES.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RICOAUTO.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AURUM.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ADVENTHTL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BUTTERFLY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FAZE3Q.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MICEL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BHARATWIRE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VASCONEQ.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WALCHANNAG.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TEXINFRA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WCIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HERANBA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GPTHEALTH.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IRMENERGY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHREEPUSHK.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MEIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GTPL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ROHLTD.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VHL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DSSL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TBZ.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BAJAJINDEF.NS   | Price:  281.00 | Trend:   6.09% | Mom:  -6.09% | Risk: LOW       
  STLNETWORK.NS   | Price:   26.60 | Trend:  15.95% | Mom:  -4.18% | Risk: LOW       
  WEALTH.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CONTROLPR.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JINDALPHOT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ELECTHERM.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ABINFRA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SRM.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KROSS.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AMNPLST.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZUARI.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STEELXIND.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ICEMAKE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KELLTONTEC.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PASHUPATI.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MANALIPETC.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DVL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KRISHNADEF.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BCLIND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DPSCLTD.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NELCAST.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EIMCOELECO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OAL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STERTOOLS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GRPLTD.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GEMAROMA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EXCELSOFT.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PROSTARM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IZMO.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MATRIMONY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SWELECTES.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PDMJEPAPER.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AYMSYNTEX.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OMINFRAL.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RNBDENIMS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VIDYAWIRES.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  5PAISA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PENINLAND.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BIL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAMATA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AFSL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ESTER.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TNPL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GANESHCP.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AVTNPL.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KOKUYOCMLN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAXIND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ANDHRSUGAR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CREST.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LINCOLN.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  THEMISMED.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CENTENKA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARIHANTCAP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DHANBANK.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UNIENTER.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SCODATUBES.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDOFARM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SBC.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GGBL.NS         | Price:  326.75 | Trend:  12.70% | Mom:  -4.56% | Risk: LOW       
  CEWATER.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RADHIKAJWE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GKWLIMITED.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NDTV.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INNOVANA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KHAICHEM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FAIRCHEMOR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDOAMIN.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DHARMAJ.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GALAPREC.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OSWALGREEN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DENTA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LEMERITE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SRHHYPOLTD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GANDHITUBE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FABTECH.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UTTAMSUGAR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  XCHANGING.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KRISHIVAL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JPOLYINVST.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OSWALAGRO.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MVGJL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ADSL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HEXATRADEX.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GULPOLY.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SILVERTUC.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JAYBARMARU.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KUANTUM.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TNPETRO.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GICHSGFIN.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRIMESECU.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KARNIKA.NS      | Price:  134.50 | Trend:   8.92% | Mom:  -3.58% | Risk: LOW       
  IFBAGRO.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BIRLAMONEY.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  APS.NS          | Price:  352.25 | Trend:   5.16% | Mom:  -8.44% | Risk: LOW       
  PVSL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NCLIND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BASILIC.NS      | Price:  226.85 | Trend:   3.97% | Mom:  -4.28% | Risk: LOW       
  ELIN.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SKMEGGPROD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VAKRANGEE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZUARIIND.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAURASHCEM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EVERESTIND.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LIKHITHA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  REGAAL.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TVSELECT.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ABCOTS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MACPOWER.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BESTAGRO.NS     | Price:   17.03 | Trend:   4.02% | Mom:  -5.18% | Risk: LOW       
  TEMBO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VALIANTORG.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KABRAEXTRU.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARROWGREEN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DISHTV.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CCCL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TVTODAY.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KOTHARIPET.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CHEMFAB.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SANDESH.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DHAMPURSUG.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ANUHPHR.NS      | Price:   78.59 | Trend:   0.70% | Mom:  -3.21% | Risk: LOW       
  BLAL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAHASTEEL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SVLL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VIVIANA.NS      | Price:  812.65 | Trend:  11.05% | Mom:   0.69% | Risk: LOW       
  SUYOG.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JPASSOCIAT.NS   | Price:    2.42 | Trend:  -1.28% | Mom:   0.00% | Risk: LOW       
  MUNJALAU.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AVADHSUGAR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NGLFINE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SNOWMAN.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DHUNINV.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JITFINFRA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KRYSTAL.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ORICONENT.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STEL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SGIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WANBURY.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CHEMCON.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VLSFINANCE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BHAGERIA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASAL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARFIN.NS        | Price:   91.48 | Trend:   6.83% | Mom:  -3.19% | Risk: LOW       
  SARLAPOLY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  COFFEEDAY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BIGBLOC.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GKSL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OWAIS.NS        | Price:  167.40 | Trend:  14.02% | Mom:  -7.33% | Risk: LOW       
  ZTECH.NS        | Price:  595.30 | Trend:   8.22% | Mom:  -4.52% | Risk: LOW       
  AMBIKCO.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UNITEDPOLY.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VHLTD.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ADVANCE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDOBORAX.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RATNAVEER.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAKAR.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ELDEHSG.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NINSYS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MALLCOM.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BODALCHEM.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MUKKA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MUFTI.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KAMATHOTEL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SATIA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DWARKESH.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KECL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NAHARSPING.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KAMDHENU.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RITCO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  APEX.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KOPRAN.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAGADSUGAR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ATL.NS          | Price:   24.96 | Trend:   2.83% | Mom:  -1.07% | Risk: LOW       
  PATELRMART.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  20MICRONS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RUBYMILLS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GHCLTEXTIL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
